id,name,ruby,ruby_origin
20599,登竜華海瀧門,とうりゅうげかいろうもん,とうりゅうげかいろうもん
20600,登竜華幻朧門,とうりゅうげげんろうもん,とうりゅうげげんろうもん
20601,竜華三界流転,りゅうげさんかいるてん,りゅうげさんかいるてん
20602,白き乙女,しろきおとめ,しろきおとめ
20603,ネオ・カイザー・シーホース,ねおかいざーしーほーす,ネオ・カイザー・シーホース
20604,青き眼の祈り,あおきめのいのり,あおきめのいのり
20605,青眼龍轟臨,せいがんりゅうごうりん,せいがんりゅうごうりん
20606,白き龍の威光,しろきりゅうのいこう,しろきりゅうのいこう
20607,青眼の究極霊竜,ぶるーあいずすぴりっとあるてぃめっとどらごん,ブルーアイズ・スピリット・アルティメットドラゴン
20608,藍眼の銀龍,あいがんのぎんりゅう,あいがんのぎんりゅう
20609,青き眼の精霊,あおきめのせいれい,あおきめのせいれい
20698,包焼蒸騎－BULLauncher,すちーむないつぶるらんちゃー,スチームナイツ－ブルランチャー
20700,"Dragon of Illumination, Sanctuary's Shield","DragonofIllumination,Sanctuary'sShield","Dragon of Illumination, Sanctuary's Shield"
20701,"Elttaes, the MASTER of DUELS","Elttaes,theMASTERofDUELS","Elttaes, the MASTER of DUELS"
20704,リオート・ミグラトリー,りおーとみぐらとりー,リオート・ミグラトリー
20723,イタズラの大精霊ハロ,いたずらのだいせいれいはろ,イタズラのだいせいれいハロ
20724,お菓子の大精霊ウィーン,おかしのだいせいれいうぃーん,おかしのだいせいれいウィーン
20732,封印の魔導士スプーン,しーるおぶまぎすとすすぷーん,シール・オブ・マギストススプーン
20740,E-HERO トキシック・バブル,いーびるひーろーときしっくばぶる,イービルヒーロー　トキシック・バブル
20741,E-HERO デス・プリズン,いーびるひーろーですぷりずん,イービルヒーロー　デス・プリズン
20742,E-HERO ヘル・ライダー,いーびるひーろーへるらいだー,イービルヒーロー　ヘル・ライダー
20743,アルカナフォースⅤ－THE HIEROPHANT,あるかなふぉーすふぁいぶざはいえろふぁんと,アルカナフォースファイブ－ザ・ハイエロファント
20744,アルカナフォースⅩⅨ－THE SUN,あるかなふぉーすないんてぃーんざさん,アルカナフォースナインティーン－ザ・サン
20745,SRクラッカーネル,すぴーどろいどくらっかーねる,スピードロイドクラッカーネル
20746,SRウィング・シンクロン,すぴーどろいどうぃんぐしんくろん,スピードロイドウィング・シンクロン
20747,白き森の聖徒リゼット,しろきもりのあざみなりぜっと,しろきもりのアザミナリゼット
20748,アザミナの妖魔,あざみなのようま,アザミナのようま
20749,ARG☆S－栄冠のアドラ,あるごすたーずえいかんのあどら,アルゴスターズ－えいかんのアドラ
20750,マテリアクトル・エクサレプト,まてりあくとるえくされぷと,マテリアクトル・エクサレプト
20751,マテリアクトル・ゼプトウィング,まてりあくとるぜぷとうぃんぐ,マテリアクトル・ゼプトウィング
20752,ジェット・シャーク,じぇっとしゃーく,ジェット・シャーク
20753,鋼炎の剣士,めたるふれいむそーどまん,メタルフレイム・ソードマン
20754,原石竜アナザー・ベリル,げんせきりゅうあなざーべりる,げんせきりゅうアナザー・ベリル
20755,轟海皇 ポセイドラ,ごうかいおうぽせいどら,ごうかいおう　ポセイドラ
20756,剣闘獣ギステル,ぐらでぃあるびーすとぎすてる,グラディアルビーストギステル
20757,スレイブベアー,すれいぶべあー,スレイブベアー
20758,水晶機巧－トリスタロス,くりすとろんとりすたろす,クリストロン－トリスタロス
20759,水晶機巧－サルファドール,くりすとろんさるふぁどーる,クリストロン－サルファドール
20760,天威龍－スールヤ,てんいりゅうすーるや,てんいりゅう－スールヤ
20761,暗黒海龍－ドライアグル,あんこくかいりゅうどらいあぐる,あんこくかいりゅう－ドライアグル
20762,叛逆者エト,りべれいたーえと,リベレイターエト
20763,大紅蓮魔闘士,だいぐれんまとうし,だいぐれんまとうし
20764,マルチャミー・ニャルス,まるちゃみーにゃるす,マルチャミー・ニャルス
20765,テンプレート・スキッパー,てんぷれーとすきっぱー,テンプレート・スキッパー
20766,表裏の女神,ひょうりのめがみ,ひょうりのめがみ
20767,運否の天賦羅－EBI,うんぷのてんぷらえび,うんぷのテンプラ－エビ
20768,E-HERO ネオス・ロード,いーびるひーろーねおすろーど,イービルヒーロー　ネオス・ロード
20769,E-HERO インフェルノ・ウィング－ヘルバック・ファイア,いーびるひーろーいんふぇるのうぃんぐへるばっくふぁいあ,イービルヒーロー　インフェルノ・ウィング－ヘルバック・ファイア
20770,E-HERO ダーク・ナイト,いーびるひーろーだーくないと,イービルヒーロー　ダーク・ナイト
20771,アルカナフォースEX－THE CHAOS RULER,あるかなふぉーすえくすとらざかおするーらー,アルカナフォースエクストラ－ザ・カオス・ルーラー
20772,蛇眼の原罪龍,すねーくあいずだむどどらごん,スネークアイズ・ダムド・ドラゴン
20773,聖アザミナ,せいあざみな,せいアザミナ
20774,刻まれし魔レクストレメンデ,でもんすみすれくすとれめんで,デモンスミスレクストレメンデ
20775,剣闘獣クラウディウス,ぐらでぃあるびーすとくらうでぃうす,グラディアルビーストクラウディウス
20776,クリスタルクリアウィング・オーバー・シンクロ・ドラゴン,くりすたるくりあうぃんぐおーばーしんくろどらごん,クリスタルクリアウィング・オーバー・シンクロ・ドラゴン
20777,HSRグライダー２,はいすぴーどろいどぐらいだーつー,ハイスピードロイドグライダーツー
20778,水晶機巧－エレスケルタス,くりすとろんえれすけるたす,クリストロン－エレスケルタス
20779,天威龍－ムーラ・アーダラ,てんいりゅうむーらあーだら,てんいりゅう－ムーラ・アーダラ
20780,ライトストーム・ドラゴン,らいとすとーむどらごん,ライトストーム・ドラゴン
20781,百鬼羅刹唯我独尊,きっくあすごぶりんらいだーず,キック・アス・ゴブリンライダーズ
20782,マテリアクトル・エクサガルド,まてりあくとるえくさがるど,マテリアクトル・エクサガルド
20783,海皇精 アビストリーテ,かいおうせいあびすとりーて,かいおうせい　アビストリーテ
20784,蝕の双仔,えくりぷすのふたご,エクリプスのふたご
20785,剣闘獣ダレイオス,ぐらでぃあるびーすとだれいおす,グラディアルビーストダレイオス
20786,光なき影 ア＝バオ・ア・クゥー,ひかりなきかげあばおあくぅー,ひかりなきかげ　ア＝バオ・ア・クゥー
20787,機械仕掛けの騎士,くろっくわーくないと,クロック・ワーク・ナイト
20788,ダーク・コンタクト,だーくこんたくと,ダーク・コンタクト
20789,イービル・アサルト,いーびるあさると,イービル・アサルト
20790,光の波動,ひかりのはどう,ひかりのはどう
20791,アルカナスプレッド,あるかなすぷれっど,アルカナスプレッド
20792,白き森の罪宝,しろきもりのざいほう,しろきもりのざいほう
20793,プレイ・ザ・ディアベル,ぷれいざでぃあべる,プレイ・ザ・ディアベル
20794,ライク・ザ・ディアベル,らいくざでぃあべる,ライク・ザ・ディアベル
20795,ARG☆S－HomeStadium,あるごすたーずほーむすたじあむ,アルゴスターズ－ホームスタジアム
20796,原質の炉心溶融,まてりあくとるめるとだうん,マテリアクトル・メルトダウン
20797,剣闘獣の闘技場－フラヴィス,ぐらでぃあるびーすとのとうぎじょうふらゔぃす,グラディアルビーストのとうぎじょう－フラヴィス
20798,クリストロン・インクルージョン,くりすとろんいんくるーじょん,クリストロン・インクルージョン
20799,天威無窮の境地,てんいむきゅうのきょうち,てんいむきゅうのきょうち
20800,Trick or Treat！,とりっくおあとりーと,トリック　オア　トリート！
20801,万物の始源－「水」,へーあるけーひゅどーる,へー・アルケー－「ヒュドール」
20802,ダブル・ワイルド,だぶるわいるど,ダブル・ワイルド
20803,誘いのΔ,いざないのでるた,いざないのデルタ
20804,ダーク・スプレマシー,だーくすぷれましー,ダーク・スプレマシー
20805,SR／CWW,すぴーどろいどくりあうぃんぐわんだー,スピードロイド／クリアウィングワンダー
20806,目醒める罪宝,めざめるざいほう,めざめるざいほう
20807,アザミナ・アーフェス,あざみなあーふぇす,アザミナ・アーフェス
